tourney;round;winner;loser;winnersets;losersets
wimbledon;Round of 32;Gilles Muller;Aljaz Bedene;3;0
wimbledon;Round of 32;Kevin Anderson;Ruben Bemelmans;3;0
wimbledon;Round of 32;Benoit Paire;Jerzy Janowicz;3;0
wimbledon;Round of 64;Andy Murray;Dustin Brown;3;0
wimbledon;Round of 64;Novak Djokovic;Adam Pavlasek;3;0
wimbledon;Round of 64;Roger Federer;Dusan Lajovic;3;0
wimbledon;Round of 64;Rafael Nadal;Donald Young;3;0
wimbledon;Round of 64;Milos Raonic;Mikhail Youzhny;3;1
wimbledon;Round of 64;Marin Cilic;Florian Mayer;3;0
wimbledon;Round of 64;Dominic Thiem;Gilles Simon;3;1
wimbledon;Round of 64;Kei Nishikori;Sergiy Stakhovsky;3;1
wimbledon;Round of 64;Alexander Zverev;Frances Tiafoe;3;0
wimbledon;Round of 64;Tomas Berdych;Ryan Harrison;3;1
wimbledon;Round of 64;Jo-Wilfried Tsonga;Simone Bolelli;3;0
wimbledon;Round of 64;Grigor Dimitrov;Marcos Baghdatis;3;0
wimbledon;Round of 64;Jerzy Janowicz;Lucas Pouille;3;1
wimbledon;Round of 64;Gael Monfils;Kyle Edmund;3;0
wimbledon;Round of 64;Gilles Muller;Lukas Rosol;3;2
wimbledon;Round of 64;Sebastian Ofner;Jack Sock;3;2
wimbledon;Round of 64;Roberto Bautista Agut;Peter Gojowczyk;3;1
wimbledon;Round of 64;Dudi Sela;John Isner;3;2
wimbledon;Round of 64;Sam Querrey;Nikoloz Basilashvili;3;1
wimbledon;Round of 64;Albert Ramos-Vinolas;Andrey Rublev;3;2
wimbledon;Round of 64;Steve Johnson;Radu Albot;3;1
wimbledon;Round of 64;Mischa Zverev;Mikhail Kukushkin;3;2
wimbledon;Round of 64;Fabio Fognini;Jiri Vesely;3;0
wimbledon;Round of 64;Ernests Gulbis;Juan Martin del Potro;3;0
wimbledon;Round of 64;Karen Khachanov;Thiago Monteiro;3;1
wimbledon;Round of 64;Jared Donaldson;Paolo Lorenzi;3;1
wimbledon;Round of 64;Kevin Anderson;Andreas Seppi;3;0
wimbledon;Round of 64;Aljaz Bedene;Damir Dzumhur;3;1
wimbledon;Round of 64;Ruben Bemelmans;Daniil Medvedev;3;2
wimbledon;Round of 64;David Ferrer;Steve Darcis;1;0
wimbledon;Round of 64;Adrian Mannarino;Yuichi Sugita;3;2
wimbledon;Round of 64;Benoit Paire;Pierre-Hugues Herbert;3;0
wimbledon;Round of 128;Andy Murray;Alexander Bublik;3;0
wimbledon;Round of 128;Novak Djokovic;Martin Klizan;2;0
wimbledon;Round of 128;Roger Federer;Alexandr Dolgopolov;2;0
wimbledon;Round of 128;Rafael Nadal;John Millman;3;0
wimbledon;Round of 128;Daniil Medvedev;Stan Wawrinka;3;1
wimbledon;Round of 128;Milos Raonic;Jan-Lennard Struff;3;0
wimbledon;Round of 128;Marin Cilic;Philipp Kohlschreiber;3;0
wimbledon;Round of 128;Dominic Thiem;Vasek Pospisil;3;0
wimbledon;Round of 128;Kei Nishikori;Marco Cecchinato;3;0
wimbledon;Round of 128;Alexander Zverev;Evgeny Donskoy;3;0
wimbledon;Round of 128;Tomas Berdych;Jeremy Chardy;3;1
wimbledon;Round of 128;Jo-Wilfried Tsonga;Cameron Norrie;3;0
wimbledon;Round of 128;Grigor Dimitrov;Diego Schwartzman;3;0
wimbledon;Round of 128;Lucas Pouille;Malek Jaziri;3;1
wimbledon;Round of 128;Gael Monfils;Daniel Brands;3;0
wimbledon;Round of 128;Gilles Muller;Marton Fucsovics;3;0
wimbledon;Round of 128;Jack Sock;Christian Garin;3;1
wimbledon;Round of 128;Roberto Bautista Agut;Andreas Haider-Maurer;3;0
wimbledon;Round of 128;Adrian Mannarino;Feliciano Lopez;3;1
wimbledon;Round of 128;Pierre-Hugues Herbert;Nick Kyrgios;2;0
wimbledon;Round of 128;Aljaz Bedene;Ivo Karlovic;3;2
wimbledon;Round of 128;David Ferrer;Richard Gasquet;3;1
wimbledon;Round of 128;John Isner;Taylor Fritz;3;0
wimbledon;Round of 128;Sam Querrey;Thomas Fabbiano;3;0
wimbledon;Round of 128;Albert Ramos-Vinolas;Jordan Thompson;3;0
wimbledon;Round of 128;Steve Johnson;Nicolas Kicker;3;0
wimbledon;Round of 128;Mischa Zverev;Bernard Tomic;3;0
wimbledon;Round of 128;Fabio Fognini;Dmitry Tursunov;3;0
wimbledon;Round of 128;Juan Martin del Potro;Thanasi Kokkinakis;3;1
wimbledon;Round of 128;Karen Khachanov;Andrey Kuznetsov;3;2
wimbledon;Round of 128;Kevin Anderson;Fernando Verdasco;3;1
wimbledon;Round of 128;Paolo Lorenzi;Horacio Zeballos;3;1
wimbledon;Round of 128;Radu Albot;Facundo Bagnis;3;1
wimbledon;Round of 128;Marcos Baghdatis;James Ward;3;0
wimbledon;Round of 128;Nikoloz Basilashvili;Carlos Berlocq;3;0
wimbledon;Round of 128;Ruben Bemelmans;Tommy Haas;3;1
wimbledon;Round of 128;Simone Bolelli;Yen-Hsun Lu;3;1
wimbledon;Round of 128;Dustin Brown;Joao Sousa;3;1
wimbledon;Round of 128;Steve Darcis;Ricardas Berankis;3;2
wimbledon;Round of 128;Jared Donaldson;Janko Tipsarevic;1;0
wimbledon;Round of 128;Damir Dzumhur;Renzo Olivo;3;0
wimbledon;Round of 128;Kyle Edmund;Alexander Ward;3;1
wimbledon;Round of 128;Peter Gojowczyk;Marius Copil;3;1
wimbledon;Round of 128;Ernests Gulbis;Victor Estrella Burgos;3;0
wimbledon;Round of 128;Ryan Harrison;Borna Coric;3;0
wimbledon;Round of 128;Jerzy Janowicz;Denis Shapovalov;3;1
wimbledon;Round of 128;Mikhail Kukushkin;Taro Daniel;3;1
wimbledon;Round of 128;Dusan Lajovic;Stefanos Tsitsipas;3;0
wimbledon;Round of 128;Florian Mayer;Viktor Troicki;1;0
wimbledon;Round of 128;Thiago Monteiro;Andrew Whittington;3;1
wimbledon;Round of 128;Sebastian Ofner;Thomaz Bellucci;3;0
wimbledon;Round of 128;Benoit Paire;Rogerio Dutra Silva;3;1
wimbledon;Round of 128;Adam Pavlasek;Ernesto Escobedo;3;1
wimbledon;Round of 128;Lukas Rosol;Henri Laaksonen;3;1
wimbledon;Round of 128;Andrey Rublev;Stefano Travaglia;3;2
wimbledon;Round of 128;Dudi Sela;Marcel Granollers;3;2
wimbledon;Round of 128;Andreas Seppi;Norbert Gombos;3;1
wimbledon;Round of 128;Gilles Simon;Nicolas Jarry;3;0
wimbledon;Round of 128;Sergiy Stakhovsky;Julien Benneteau;3;1
wimbledon;Round of 128;Yuichi Sugita;Brydan Klein;3;0
wimbledon;Round of 128;Frances Tiafoe;Robin Haase;3;1
wimbledon;Round of 128;Jiri Vesely;Illya Marchenko;3;2
wimbledon;Round of 128;Donald Young;Denis Istomin;3;1
wimbledon;Round of 128;Mikhail Youzhny;Nicolas Mahut;3;0
wimbledon;3rd Round Qualifying;Peter Gojowczyk;Lukas Lacko;3;0
wimbledon;3rd Round Qualifying;Andrey Rublev;Paul-Henri Mathieu;3;1
wimbledon;3rd Round Qualifying;Lukas Rosol;Darian King;3;1
wimbledon;3rd Round Qualifying;Illya Marchenko;Marcus Willis;3;0
wimbledon;3rd Round Qualifying;Sergiy Stakhovsky;Tatsuma Ito;3;2
wimbledon;3rd Round Qualifying;Ruben Bemelmans;Gerald Melzer;3;0
wimbledon;3rd Round Qualifying;Stefano Travaglia;Peter Polansky;3;2
wimbledon;3rd Round Qualifying;Daniel Brands;Alexander Bublik;2;2
wimbledon;3rd Round Qualifying;Taylor Fritz;Vincent Millot;3;0
wimbledon;3rd Round Qualifying;Simone Bolelli;Pedro Sousa;3;0
wimbledon;3rd Round Qualifying;Christian Garin;John-Patrick Smith;2;2
wimbledon;3rd Round Qualifying;Nicolas Jarry;Dennis Novikov;3;1
wimbledon;3rd Round Qualifying;Sebastian Ofner;Jay Clarke;3;2
wimbledon;3rd Round Qualifying;Stefanos Tsitsipas;Joris De Loore;3;2
wimbledon;3rd Round Qualifying;Alexander Ward;Teymuraz Gabashvili;3;1
wimbledon;3rd Round Qualifying;Andrew Whittington;Denis Kudla;3;2
wimbledon;2nd Round Qualifying;Vincent Millot;Tennys Sandgren;2;0
wimbledon;2nd Round Qualifying;Lukas Lacko;Andrea Arnaboldi;2;0
wimbledon;2nd Round Qualifying;Andrey Rublev;James McGee;2;1
wimbledon;2nd Round Qualifying;Alexander Ward;Go Soeda;2;0
wimbledon;2nd Round Qualifying;Darian King;Bradley Klahn;2;1
wimbledon;2nd Round Qualifying;Illya Marchenko;Benjamin Becker;2;1
wimbledon;2nd Round Qualifying;Sergiy Stakhovsky;Roberto Quiroz;2;0
wimbledon;2nd Round Qualifying;Ruben Bemelmans;Mathias Bourgue;2;1
wimbledon;2nd Round Qualifying;Peter Polansky;Aleksandr Nedovyesov;2;0
wimbledon;2nd Round Qualifying;Nicolas Jarry;Konstantin Kravchuk;2;1
wimbledon;2nd Round Qualifying;Alexander Bublik;Blake Mott;2;0
wimbledon;2nd Round Qualifying;Paul-Henri Mathieu;Maximo Gonzalez;2;0
wimbledon;2nd Round Qualifying;Taylor Fritz;Alejandro Gonzalez;2;0
wimbledon;2nd Round Qualifying;Christian Garin;Bjorn Fratangelo;2;1
wimbledon;2nd Round Qualifying;Peter Gojowczyk;Nikola Milojevic;2;0
wimbledon;2nd Round Qualifying;Stefano Travaglia;Quentin Halys;2;0
wimbledon;2nd Round Qualifying;Gerald Melzer;Ti Chen;2;0
wimbledon;2nd Round Qualifying;Simone Bolelli;Adrian Menendez-Maceiras;2;0
wimbledon;2nd Round Qualifying;Dennis Novikov;Stefan Kozlov;2;0
wimbledon;2nd Round Qualifying;Daniel Brands;Calvin Hemery;2;0
wimbledon;2nd Round Qualifying;Jay Clarke;Elias Ymer;2;0
wimbledon;2nd Round Qualifying;Joris De Loore;Jozef Kovalik;2;1
wimbledon;2nd Round Qualifying;Teymuraz Gabashvili;Grega Zemlja;2;0
wimbledon;2nd Round Qualifying;Tatsuma Ito;Alex de Minaur;2;0
wimbledon;2nd Round Qualifying;Denis Kudla;Riccardo Bellotti;2;0
wimbledon;2nd Round Qualifying;Sebastian Ofner;Miljan Zekic;2;0
wimbledon;2nd Round Qualifying;Lukas Rosol;Rajeev Ram;2;1
wimbledon;2nd Round Qualifying;John-Patrick Smith;Mackenzie McDonald;2;1
wimbledon;2nd Round Qualifying;Pedro Sousa;Steven Diez;2;1
wimbledon;2nd Round Qualifying;Stefanos Tsitsipas;Yannick Hanfmann;2;0
wimbledon;2nd Round Qualifying;Andrew Whittington;Tim Smyczek;2;1
wimbledon;2nd Round Qualifying;Marcus Willis;Liam Broady;2;1
wimbledon;1st Round Qualifying;Pedro Sousa;Alessandro Giannessi;2;1
wimbledon;1st Round Qualifying;Stefanos Tsitsipas;Santiago Giraldo;2;1
wimbledon;1st Round Qualifying;Tennys Sandgren;Michael Mmoh;2;0
wimbledon;1st Round Qualifying;Lukas Lacko;Hiroki Moriya;2;0
wimbledon;1st Round Qualifying;Andrey Rublev;Joao Domingues;2;0
wimbledon;1st Round Qualifying;Go Soeda;Inigo Cervantes;2;1
wimbledon;1st Round Qualifying;Riccardo Bellotti;Blaz Kavcic;2;0
wimbledon;1st Round Qualifying;Darian King;Lorenzo Giustino;2;0
wimbledon;1st Round Qualifying;Illya Marchenko;Filip Krajinovic;2;0
wimbledon;1st Round Qualifying;Calvin Hemery;Luca Vanni;1;1
wimbledon;1st Round Qualifying;Sergiy Stakhovsky;Kenny De Schepper;2;0
wimbledon;1st Round Qualifying;Ruben Bemelmans;Tristan Lamasine;2;1
wimbledon;1st Round Qualifying;John-Patrick Smith;Laslo Djere;2;1
wimbledon;1st Round Qualifying;Miljan Zekic;Maximilian Marterer;2;0
wimbledon;1st Round Qualifying;Peter Polansky;Marco Trungelliti;2;0
wimbledon;1st Round Qualifying;Konstantin Kravchuk;Matteo Donati;2;0
wimbledon;1st Round Qualifying;Rajeev Ram;Reilly Opelka;2;0
wimbledon;1st Round Qualifying;Alex de Minaur;Jurgen Melzer;2;1
wimbledon;1st Round Qualifying;Alexander Bublik;Daniel Gimeno-Traver;2;0
wimbledon;1st Round Qualifying;Paul-Henri Mathieu;Yannik Reuter;2;0
wimbledon;1st Round Qualifying;Taylor Fritz;Marco Chiudinelli;2;1
wimbledon;1st Round Qualifying;Bjorn Fratangelo;Daniel Masur;1;0
wimbledon;1st Round Qualifying;Peter Gojowczyk;Mirza Basic;2;0
wimbledon;1st Round Qualifying;Andrew Whittington;Stephane Robert;2;1
wimbledon;1st Round Qualifying;Quentin Halys;Ryan James Storrie;2;0
wimbledon;1st Round Qualifying;Teymuraz Gabashvili;Jan Satral;2;0
wimbledon;1st Round Qualifying;Gerald Melzer;Federico Coria;2;0
wimbledon;1st Round Qualifying;Adrian Menendez-Maceiras;Tobias Kamke;2;1
wimbledon;1st Round Qualifying;Jozef Kovalik;Roberto Carballes Baena;2;0
wimbledon;1st Round Qualifying;Elias Ymer;Duckhee Lee;2;0
wimbledon;1st Round Qualifying;Marcus Willis;Andrej Martin;2;0
wimbledon;1st Round Qualifying;Stefan Kozlov;Marc Polmans;2;0
wimbledon;1st Round Qualifying;Andrea Arnaboldi;Aldin Setkic;2;1
wimbledon;1st Round Qualifying;Benjamin Becker;Yasutaka Uchiyama;2;1
wimbledon;1st Round Qualifying;Simone Bolelli;Sam Groth;2;1
wimbledon;1st Round Qualifying;Mathias Bourgue;Mitchell Krueger;2;0
wimbledon;1st Round Qualifying;Daniel Brands;Oscar Otte;2;0
wimbledon;1st Round Qualifying;Liam Broady;Frank Dancevic;2;0
wimbledon;1st Round Qualifying;Ti Chen;Ricardo Ojeda Lara;2;1
wimbledon;1st Round Qualifying;Jay Clarke;Marcelo Arevalo;2;0
wimbledon;1st Round Qualifying;Joris De Loore;Attila Balazs;2;0
wimbledon;1st Round Qualifying;Steven Diez;Gleb Sakharov;2;0
wimbledon;1st Round Qualifying;Christian Garin;Gianluigi Quinzi;2;0
wimbledon;1st Round Qualifying;Alejandro Gonzalez;Vaclav Safranek;2;1
wimbledon;1st Round Qualifying;Maximo Gonzalez;Petr Michnev;2;0
wimbledon;1st Round Qualifying;Yannick Hanfmann;Federico Gaio;2;0
wimbledon;1st Round Qualifying;Tatsuma Ito;Matija Pecotic;2;0
wimbledon;1st Round Qualifying;Nicolas Jarry;Lloyd Glasspool;2;0
wimbledon;1st Round Qualifying;Bradley Klahn;Soon Woo Kwon;2;0
wimbledon;1st Round Qualifying;Denis Kudla;Akira Santillan;1;1
wimbledon;1st Round Qualifying;Mackenzie McDonald;Daniel Cox;2;0
wimbledon;1st Round Qualifying;James McGee;Ruben Ramirez Hidalgo;2;1
wimbledon;1st Round Qualifying;Vincent Millot;Stefano Napolitano;2;1
wimbledon;1st Round Qualifying;Nikola Milojevic;Enrique Lopez-Perez;2;0
wimbledon;1st Round Qualifying;Blake Mott;Jeremy Jahn;2;0
wimbledon;1st Round Qualifying;Aleksandr Nedovyesov;Neil Pauffley;1;0
wimbledon;1st Round Qualifying;Dennis Novikov;Di Wu;2;0
wimbledon;1st Round Qualifying;Sebastian Ofner;Kimmer Coppejans;2;1
wimbledon;1st Round Qualifying;Roberto Quiroz;Edward Corrie;2;1
wimbledon;1st Round Qualifying;Lukas Rosol;Jason Jung;2;0
wimbledon;1st Round Qualifying;Tim Smyczek;Yannick Maden;2;0
wimbledon;1st Round Qualifying;Stefano Travaglia;Salvatore Caruso;2;0
wimbledon;1st Round Qualifying;Alexander Ward;Egor Gerasimov;2;1
wimbledon;1st Round Qualifying;Grega Zemlja;Ilya Ivashka;2;1
washington;Finals;Alexander Zverev;Kevin Anderson;2;0
washington;Semi-Finals;Alexander Zverev;Kei Nishikori;2;0
washington;Semi-Finals;Kevin Anderson;Jack Sock;2;0
washington;Quarter-Finals;Kei Nishikori;Tommy Paul;2;1
washington;Quarter-Finals;Jack Sock;Milos Raonic;2;0
washington;Quarter-Finals;Alexander Zverev;Daniil Medvedev;2;0
washington;Quarter-Finals;Kevin Anderson;Yuki Bhambri;2;1
washington;Round of 16;Kevin Anderson;Dominic Thiem;2;1
washington;Round of 16;Kei Nishikori;Juan Martin del Potro;2;0
washington;Round of 16;Milos Raonic;Marcos Baghdatis;2;0
washington;Round of 16;Daniil Medvedev;Grigor Dimitrov;2;0
washington;Round of 16;Alexander Zverev;Tennys Sandgren;2;0
washington;Round of 16;Jack Sock;Jared Donaldson;2;0
washington;Round of 16;Tommy Paul;Gilles Muller;2;1
washington;Round of 16;Yuki Bhambri;Guido Pella;2;1
washington;Round of 32;Dominic Thiem;Henri Laaksonen;2;0
washington;Round of 32;Kei Nishikori;Donald Young;2;1
washington;Round of 32;Milos Raonic;Nicolas Mahut;2;0
washington;Round of 32;Grigor Dimitrov;Kyle Edmund;2;1
washington;Round of 32;Alexander Zverev;Jordan Thompson;2;1
washington;Round of 32;Yuki Bhambri;Gael Monfils;2;1
washington;Round of 32;Tommy Paul;Lucas Pouille;2;0
washington;Round of 32;Jack Sock;Marius Copil;2;0
washington;Round of 32;Tennys Sandgren;Nick Kyrgios;2;0
washington;Round of 32;Gilles Muller;Dmitry Tursunov;2;0
washington;Round of 32;Guido Pella;Mischa Zverev;2;1
washington;Round of 32;Juan Martin del Potro;Lukas Lacko;2;0
washington;Round of 32;Daniil Medvedev;Steve Johnson;2;1
washington;Round of 32;Kevin Anderson;Malek Jaziri;2;0
washington;Round of 32;Marcos Baghdatis;Ryan Harrison;2;0
washington;Round of 32;Jared Donaldson;Marc Polmans;2;0
washington;Round of 64;Marcos Baghdatis;Edan Leshem;2;0
washington;Round of 64;Yuki Bhambri;Stefan Kozlov;2;0
washington;Round of 64;Marius Copil;Sekou Bangoura;2;0
washington;Round of 64;Jared Donaldson;Dudi Sela;2;1
washington;Round of 64;Kyle Edmund;Hyeon Chung;2;0
washington;Round of 64;Malek Jaziri;Alessandro Bega;2;0
washington;Round of 64;Henri Laaksonen;Vasek Pospisil;2;1
washington;Round of 64;Lukas Lacko;Alexios Halebian;2;0
washington;Round of 64;Nicolas Mahut;Thomas Fabbiano;2;0
washington;Round of 64;Daniil Medvedev;Reilly Opelka;2;1
washington;Round of 64;Tommy Paul;Casper Ruud;2;1
washington;Round of 64;Guido Pella;Ramkumar Ramanathan;2;0
washington;Round of 64;Tennys Sandgren;Go Soeda;2;0
washington;Round of 64;Jordan Thompson;Ruben Bemelmans;2;0
washington;Round of 64;Dmitry Tursunov;Mitchell Krueger;2;1
washington;Round of 64;Donald Young;Tim Smyczek;2;1
washington;2nd Round Qualifying;Ramkumar Ramanathan;Marinko Matosevic;2;0
washington;2nd Round Qualifying;Yuki Bhambri;Liam Broady;2;0
washington;2nd Round Qualifying;Alexios Halebian;Marc Polmans;2;0
washington;2nd Round Qualifying;Sekou Bangoura;Austin Krajicek;2;1
washington;2nd Round Qualifying;Edan Leshem;Alejandro Gonzalez;2;0
washington;2nd Round Qualifying;Alessandro Bega;Joao Pedro Sorgi;2;0
washington;1st Round Qualifying;Marc Polmans;Nicholas Reyes;2;0
washington;1st Round Qualifying;Austin Krajicek;Connor Farren;2;0
washington;1st Round Qualifying;Edan Leshem;Alex Rybakov;2;0
washington;1st Round Qualifying;Joao Pedro Sorgi;Damon Gooch;2;1
washington;1st Round Qualifying;Sekou Bangoura;Ryan Goetz;2;1
washington;1st Round Qualifying;Alessandro Bega;Danny Thomas;2;0
washington;1st Round Qualifying;Liam Broady;Frank Moser;2;0
washington;1st Round Qualifying;Alejandro Gonzalez;Ulises Blanch;2;0
washington;1st Round Qualifying;Marinko Matosevic;Patrick Kypson;2;0
washington;1st Round Qualifying;Alexios Halebian;Wil Spencer;2;1
montreal;Finals;Alexander Zverev;Roger Federer;2;0
montreal;Semi-Finals;Roger Federer;Robin Haase;2;0
montreal;Semi-Finals;Alexander Zverev;Denis Shapovalov;2;0
montreal;Quarter-Finals;Roger Federer;Roberto Bautista Agut;2;0
montreal;Quarter-Finals;Alexander Zverev;Kevin Anderson;2;0
montreal;Quarter-Finals;Robin Haase;Diego Schwartzman;2;1
montreal;Quarter-Finals;Denis Shapovalov;Adrian Mannarino;2;1
montreal;Round of 16;Denis Shapovalov;Rafael Nadal;2;1
montreal;Round of 16;Roger Federer;David Ferrer;2;1
montreal;Round of 16;Alexander Zverev;Nick Kyrgios;2;0
montreal;Round of 16;Robin Haase;Grigor Dimitrov;2;1
montreal;Round of 16;Roberto Bautista Agut;Gael Monfils;2;1
montreal;Round of 16;Kevin Anderson;Sam Querrey;2;0
montreal;Round of 16;Adrian Mannarino;Hyeon Chung;2;0
montreal;Round of 16;Diego Schwartzman;Jared Donaldson;2;1
montreal;Round of 32;Rafael Nadal;Borna Coric;2;0
montreal;Round of 32;Roger Federer;Peter Polansky;2;0
montreal;Round of 32;Diego Schwartzman;Dominic Thiem;2;1
montreal;Round of 32;Alexander Zverev;Richard Gasquet;2;1
montreal;Round of 32;Gael Monfils;Kei Nishikori;2;1
montreal;Round of 32;Adrian Mannarino;Milos Raonic;2;0
montreal;Round of 32;Grigor Dimitrov;Mischa Zverev;2;1
montreal;Round of 32;Sam Querrey;Jo-Wilfried Tsonga;2;1
montreal;Round of 32;Hyeon Chung;David Goffin;2;0
montreal;Round of 32;Kevin Anderson;Pablo Carreno Busta;2;0
montreal;Round of 32;Roberto Bautista Agut;Ryan Harrison;2;0
montreal;Round of 32;David Ferrer;Jack Sock;2;1
montreal;Round of 32;Nick Kyrgios;Paolo Lorenzi;2;0
montreal;Round of 32;Jared Donaldson;Benoit Paire;2;0
montreal;Round of 32;Robin Haase;Ernesto Escobedo;2;0
montreal;Round of 32;Denis Shapovalov;Juan Martin del Potro;2;0
montreal;Round of 64;David Goffin;Yuichi Sugita;2;1
montreal;Round of 64;Pablo Carreno Busta;Karen Khachanov;2;1
montreal;Round of 64;Roberto Bautista Agut;Tim Smyczek;2;0
montreal;Round of 64;Jared Donaldson;Lucas Pouille;2;0
montreal;Round of 64;Juan Martin del Potro;John Isner;2;0
montreal;Round of 64;Jack Sock;Pierre-Hugues Herbert;2;0
montreal;Round of 64;Nick Kyrgios;Viktor Troicki;2;0
montreal;Round of 64;Kevin Anderson;Dudi Sela;2;0
montreal;Round of 64;Hyeon Chung;Feliciano Lopez;2;1
montreal;Round of 64;Borna Coric;Mikhail Youzhny;2;0
montreal;Round of 64;Ernesto Escobedo;Nikoloz Basilashvili;2;0
montreal;Round of 64;David Ferrer;Kyle Edmund;2;1
montreal;Round of 64;Richard Gasquet;Brayden Schnur;2;1
montreal;Round of 64;Robin Haase;Albert Ramos-Vinolas;2;0
montreal;Round of 64;Ryan Harrison;Thomas Fabbiano;2;0
montreal;Round of 64;Paolo Lorenzi;Frances Tiafoe;2;1
montreal;Round of 64;Adrian Mannarino;Daniil Medvedev;2;0
montreal;Round of 64;Gael Monfils;Steve Johnson;2;1
montreal;Round of 64;Benoit Paire;Donald Young;2;1
montreal;Round of 64;Peter Polansky;Vasek Pospisil;2;0
montreal;Round of 64;Sam Querrey;Vincent Millot;2;1
montreal;Round of 64;Diego Schwartzman;Reilly Opelka;2;1
montreal;Round of 64;Denis Shapovalov;Rogerio Dutra Silva;2;1
montreal;Round of 64;Mischa Zverev;Norbert Gombos;2;1
montreal;2nd Round Qualifying;Pierre-Hugues Herbert;Mikhail Youzhny;2;1
montreal;2nd Round Qualifying;Dudi Sela;Matthew Ebden;2;0
montreal;2nd Round Qualifying;Reilly Opelka;Ernesto Escobedo;2;0
montreal;2nd Round Qualifying;Norbert Gombos;James McGee;2;0
montreal;2nd Round Qualifying;Thomas Fabbiano;Nicolas Mahut;2;0
montreal;2nd Round Qualifying;Vincent Millot;Brydan Klein;2;0
montreal;2nd Round Qualifying;Tim Smyczek;Frank Dancevic;2;1
montreal;1st Round Qualifying;Pierre-Hugues Herbert;Luke Saville;2;0
montreal;1st Round Qualifying;Dudi Sela;Samuel Monette;2;0
montreal;1st Round Qualifying;Ernesto Escobedo;Christian Harrison;2;1
montreal;1st Round Qualifying;Norbert Gombos;Raheel Manji;2;1
montreal;1st Round Qualifying;Frank Dancevic;Marius Copil;2;0
montreal;1st Round Qualifying;Thomas Fabbiano;Hubert Hurkacz;2;1
montreal;1st Round Qualifying;Mikhail Youzhny;Lloyd Harris;2;1
montreal;1st Round Qualifying;Nicolas Mahut;Andrew Whittington;2;0
montreal;1st Round Qualifying;Reilly Opelka;Kelsey Stevenson;2;0
montreal;1st Round Qualifying;Matthew Ebden;Benjamin Sigouin;2;0
montreal;1st Round Qualifying;Vincent Millot;Filip Peliwo;2;0
montreal;1st Round Qualifying;Tim Smyczek;Pavel Krainik;2;0
montreal;1st Round Qualifying;James McGee;Philip Bester;2;0
montreal;1st Round Qualifying;Brydan Klein;Antoine Leduc;2;0
us-open;Finals;Rafael Nadal;Kevin Anderson;3;0
us-open;Semi-Finals;Rafael Nadal;Juan Martin del Potro;3;1
us-open;Semi-Finals;Kevin Anderson;Pablo Carreno Busta;3;1
us-open;Quarter-Finals;Rafael Nadal;Andrey Rublev;3;0
us-open;Quarter-Finals;Juan Martin del Potro;Roger Federer;3;1
us-open;Quarter-Finals;Pablo Carreno Busta;Diego Schwartzman;3;0
us-open;Quarter-Finals;Kevin Anderson;Sam Querrey;3;1
us-open;Round of 16;Rafael Nadal;Alexandr Dolgopolov;3;0
us-open;Round of 16;Roger Federer;Philipp Kohlschreiber;3;0
us-open;Round of 16;Juan Martin del Potro;Dominic Thiem;3;2
us-open;Round of 16;Andrey Rublev;David Goffin;3;0
us-open;Round of 16;Pablo Carreno Busta;Denis Shapovalov;3;0
us-open;Round of 16;Diego Schwartzman;Lucas Pouille;3;1
us-open;Round of 16;Sam Querrey;Mischa Zverev;3;0
us-open;Round of 16;Kevin Anderson;Paolo Lorenzi;3;1
us-open;Round of 32;Rafael Nadal;Leonardo Mayer;3;1
us-open;Round of 32;Roger Federer;Feliciano Lopez;3;0
us-open;Round of 32;Diego Schwartzman;Marin Cilic;3;1
us-open;Round of 32;Dominic Thiem;Adrian Mannarino;3;0
us-open;Round of 32;David Goffin;Gael Monfils;2;0
us-open;Round of 32;Mischa Zverev;John Isner;3;0
us-open;Round of 32;Juan Martin del Potro;Roberto Bautista Agut;3;0
us-open;Round of 32;Pablo Carreno Busta;Nicolas Mahut;3;0
us-open;Round of 32;Lucas Pouille;Mikhail Kukushkin;3;1
us-open;Round of 32;Sam Querrey;Radu Albot;3;1
us-open;Round of 32;Kevin Anderson;Borna Coric;3;0
us-open;Round of 32;Philipp Kohlschreiber;John Millman;3;0
us-open;Round of 32;Alexandr Dolgopolov;Viktor Troicki;3;0
us-open;Round of 32;Paolo Lorenzi;Thomas Fabbiano;3;0
us-open;Round of 32;Andrey Rublev;Damir Dzumhur;3;1
us-open;Round of 32;Denis Shapovalov;Kyle Edmund;3;1
us-open;Round of 64;Rafael Nadal;Taro Daniel;3;1
us-open;Round of 64;Roger Federer;Mikhail Youzhny;3;2
us-open;Round of 64;Borna Coric;Alexander Zverev;3;1
us-open;Round of 64;Marin Cilic;Florian Mayer;3;0
us-open;Round of 64;Dominic Thiem;Taylor Fritz;3;1
us-open;Round of 64;Andrey Rublev;Grigor Dimitrov;3;0
us-open;Round of 64;Denis Shapovalov;Jo-Wilfried Tsonga;3;0
us-open;Round of 64;David Goffin;Guido Pella;3;2
us-open;Round of 64;John Isner;Hyeon Chung;3;0
us-open;Round of 64;Roberto Bautista Agut;Dustin Brown;3;0
us-open;Round of 64;Pablo Carreno Busta;Cameron Norrie;3;0
us-open;Round of 64;Alexandr Dolgopolov;Tomas Berdych;3;1
us-open;Round of 64;Lucas Pouille;Jared Donaldson;3;2
